source,confidence,target,weight
MITF,B,DOCK10,1.0
GATA3,B,HMCN1,1.0
MITF,B,DLGAP4,1.0
MITF,B,CTNNA1,1.0
GATA3,B,EXOC4,1.0
GATA3,B,ETV6,1.0
GATA3,B,CHN2,1.0
MITF,B,ETS1,1.0
GATA3,B,CHST9,1.0
GATA3,B,CLEC16A,1.0
GATA3,B,CLMN,1.0
GATA3,B,CNTNAP2,1.0
GATA3,B,COL21A1,1.0
GATA3,B,COL5A1,1.0
GATA3,B,CPNE4,1.0
GATA3,B,CRADD,1.0
GATA3,B,CREB5,1.0
GATA3,B,CRIM1,1.0
GATA3,B,CSGALNACT1,1.0
GATA3,B,CTNNA1,1.0
GATA3,B,CTNND2,1.0
GATA3,B,CUEDC1,1.0
MITF,B,ERG,1.0
GATA3,B,CEP128,1.0
GATA3,B,CUX1,1.0
GATA3,B,CEP112,1.0
GATA3,B,CDYL,1.0
GATA3,B,BRIP1,1.0
GATA3,B,CACNA2D1,1.0
GATA3,B,CADM1,1.0
MITF,B,ETV5,1.0
GATA3,B,CAMK2D,1.0
GATA3,B,CAMKMT,1.0
GATA3,B,CAPN2,1.0
GATA3,B,CAST,1.0
GATA3,B,CBLB,1.0
MITF,B,ETV4,1.0
GATA3,B,CCDC12,1.0
GATA3,B,CCDC88C,1.0
GATA3,B,CCDC91,1.0
GATA3,B,CCSER1,1.0
GATA3,B,CDC42EP3,1.0
GATA3,B,CDK6,1.0
GATA3,B,CDKAL1,1.0
GATA3,B,CEMIP2,1.0
GATA3,B,EVL,1.0
GATA3,B,CYP24A1,1.0
GATA3,B,DAAM1,1.0
GATA3,B,ECE1,1.0
GATA3,B,EFHC1,1.0
GATA3,B,EFNA5,1.0
GATA3,B,EGLN3,1.0
GATA3,B,EHF,1.0
GATA3,B,ELAPOR1,1.0
GATA3,B,ELMO1,1.0
MITF,B,EMP1,1.0
MITF,B,EGLN3,1.0
GATA3,B,EML4,1.0
GATA3,B,ENPP2,1.0
GATA3,B,EPAS1,1.0
GATA3,B,ERBB4,1.0
GATA3,B,ERC1,1.0
MITF,B,EGFR,1.0
GATA3,B,ERC2,1.0
GATA3,B,ESRRG,1.0
MITF,B,EPG5,1.0
GATA3,B,CYRIB,1.0
GATA3,B,DUSP10,1.0
GATA3,B,DST,1.0
GATA3,B,DAB2IP,1.0
GATA3,B,DCLK1,1.0
GATA3,B,DENND1A,1.0
GATA3,B,DIP2C,1.0
GATA3,B,DLC1,1.0
GATA3,B,DLEU1,1.0
MITF,B,EPHB1,1.0
GATA3,B,DLG1,1.0
GATA3,B,DLG2,1.0
GATA3,B,DMD,1.0
GATA3,B,DNAJC5B,1.0
GATA3,B,DNMBP,1.0
GATA3,B,DOCK10,1.0
GATA3,B,DOCK4,1.0
GATA3,B,DOCK5,1.0
GATA3,B,DPYD,1.0
GATA3,B,DSCAM,1.0
GATA3,B,DTNB,1.0
MITF,B,ARID1A,1.0
HNF4A,B,ITPR2,1.0
GATA3,B,RFX3,1.0
KLF5,B,PTK6,1.0
KLF5,B,LAMB3,1.0
KLF5,B,JUP,1.0
HNF4A,B,NRP1,1.0
HNF4A,B,NUP210,1.0
HNF4A,B,OSBPL10,1.0
HNF4A,B,OSBPL3,1.0
HNF4A,B,PACSIN2,1.0
HNF4A,B,NR2F6,1.0
HNF4A,B,PCBP1,1.0
HNF4A,B,PCSK6,1.0
HNF4A,B,PDE4D,1.0
HNF4A,B,PDE8A,1.0
HNF4A,B,PDLIM5,1.0
HNF4A,B,PEMT,1.0
HNF4A,B,PEPD,1.0
HNF4A,B,PER2,1.0
KLF4,B,NDRG1,1.0
KLF5,B,FOXQ1,1.0
KMT2A,B,CDKN2C,1.0
ZNF263,B,TMEM201,1.0
HNF4A,B,NPAS2,1.0
HNF4A,B,NEDD4L,1.0
MAF,B,IL4R,1.0
HNF4A,B,NEDD9,1.0
MAF,B,IL2RA,1.0
HNF4A,B,NEK6,1.0
MAF,B,FRMD4B,1.0
LYL1,B,PTK2B,1.0
LYL1,B,EGFL7,1.0
LYL1,B,CBFA2T3,1.0
ZNF263,B,TLE3,1.0
LEF1,B,CTIF,1.0
HNF4A,B,NFASC,1.0
HNF4A,B,NFIA,1.0
ZNF263,B,TMEM132B,1.0
LEF1,B,AXIN2,1.0
HNF4A,B,NFIB,1.0
HNF4A,B,NFKBIZ,1.0
HNF4A,B,NHSL1,1.0
HNF4A,B,NOL4L,1.0
HNF4A,B,PHACTR2,1.0
HNF4A,B,PHF3,1.0
KLF1,B,OSBP2,1.0
JUND,B,MAFK,1.0
HNF4A,B,PPTC7,1.0
HNF4A,B,PRKAG2,1.0
HNF4A,B,PRKCE,1.0
HNF4A,B,PRKCH,1.0
HNF4A,B,PRLR,1.0
HNF4A,B,PRR5,1.0
HNF4A,B,PSD3,1.0
HNF4A,B,PSD4,1.0
JUN,B,HRH1,1.0
HNF4A,B,PTK2,1.0
HNF4A,B,PTK2B,1.0
HNF4A,B,PTP4A1,1.0
HNF4A,B,PTPRF,1.0
ZNF263,B,TNS1,1.0
HNF4A,B,PTPRM,1.0
HNF4A,B,PXN,1.0
HNF4A,B,RABGAP1L,1.0
HNF4A,B,RAD51B,1.0
HNF4A,B,RALGPS1,1.0
HNF4A,B,PPP3CA,1.0
MAFB,B,DSE,1.0
ZNF263,B,TXNRD2,1.0
HNF4A,B,POR,1.0
JUND,B,LMNA,1.0
HNF4A,B,PHLDB2,1.0
HNF4A,B,PHLPP1,1.0
JUNB,B,PIM1,1.0
HNF4A,B,PIK3AP1,1.0
HNF4A,B,PIK3R1,1.0
HNF4A,B,PIM1,1.0
HNF4A,B,PLA2G4F,1.0
HNF4A,B,PLCB1,1.0
HNF4A,B,PLD1,1.0
HNF4A,B,PLEC,1.0
HNF4A,B,PLEKHA6,1.0
HNF4A,B,PLEKHA7,1.0
HNF4A,B,PLEKHG3,1.0
ZNF263,B,UBAC1,1.0
HNF4A,B,PLEKHG6,1.0
HNF4A,B,PLEKHM3,1.0
HNF4A,B,PLPP3,1.0
HNF4A,B,PLXNA2,1.0
HNF4A,B,PPFIBP2,1.0
HNF4A,B,RAPGEF1,1.0
HNF4A,B,NDUFAF6,1.0
MAFF,B,RAPGEF5,1.0
HNF4A,B,LHPP,1.0
HNF4A,B,LINC00299,1.0
HNF4A,B,LMNA,1.0
HNF4A,B,LMO7,1.0
HNF4A,B,LPP,1.0
HNF4A,B,LRIG1,1.0
HNF4A,B,LRP5,1.0
HNF4A,B,LRRC8D,1.0
HNF4A,B,LHFPL2,1.0
HNF4A,B,LRRFIP1,1.0
HNF4A,B,MACF1,1.0
HNF4A,B,MAD1L1,1.0
HNF4A,B,MAGI1,1.0
HNF4A,B,MAML2,1.0
HNF4A,B,MAOA,1.0
HNF4A,B,MAP4K4,1.0
HNF4A,B,MARK2,1.0
HNF4A,B,MAST4,1.0
HNF4A,B,LSM4,1.0
HNF4A,B,LGALS2,1.0
HNF4A,B,LEKR1,1.0
HNF4A,B,LARGE1,1.0
HNF4A,B,HSD17B2,1.0
HNF4A,B,IGF2BP3,1.0
HNF4A,B,IL1R1,1.0
HNF4A,B,IL1RAP,1.0
HNF4A,B,INSR,1.0
HNF4A,B,IQGAP2,1.0
HNF4A,B,ITGB5,1.0
HNF4A,B,ITPR1,1.0
HNF4A,B,KALRN,1.0
HNF4A,B,KAZN,1.0
HNF4A,B,KCNMA1,1.0
HNF4A,B,KDM4C,1.0
HNF4A,B,KHDRBS3,1.0
HNF4A,B,KIAA1217,1.0
HNF4A,B,KRT8,1.0
HNF4A,B,KSR1,1.0
HNF4A,B,LAMA5,1.0
ZNF263,B,VAV2,1.0
ZNF263,B,UNC5A,1.0
HNF4A,B,MBNL2,1.0
HNF4A,B,MBNL3,1.0
HNF4A,B,MCF2L,1.0
HNF4A,B,ME3,1.0
MEF2C,B,CLIC5,1.0
HNF4A,B,N4BP1,1.0
MEF2B,B,KLF2,1.0
HNF4A,B,NAV2,1.0
MEF2A,B,SYNE1,1.0
MEF2A,B,SCHIP1,1.0
MEF2A,B,GTDC1,1.0
MBD3,B,ESR1,1.0
MAZ,B,RNF220,1.0
MAZ,B,PRR12,1.0
HNF4A,B,NCOA4,1.0
MAZ,B,PPP1R9B,1.0
MAZ,B,MARK2,1.0
HNF4A,B,NCOR2,1.0
HNF4A,B,NDST1,1.0
MAZ,B,KCTD15,1.0
MAZ,B,CTDSP1,1.0
MAX,B,CDK6,1.0
MAFG,B,EIF4G3,1.0
HNF4A,B,MYOM1,1.0
MAFB,B,TBC1D14,1.0
MEF2C,B,HDAC9,1.0
NFATC1,B,MEF2C,1.0
HNF4A,B,MET,1.0
HNF4A,B,METTL7B,1.0
HNF4A,B,MGRN1,1.0
HNF4A,B,MICAL2,1.0
HNF4A,B,MICAL3,1.0
HNF4A,B,MIDEAS,1.0
HNF4A,B,MIDN,1.0
HNF4A,B,MOGAT2,1.0
HNF4A,B,MSI2,1.0
HNF4A,B,MTARC2,1.0
HNF4A,B,MTMR12,1.0
HNF4A,B,MTSS1,1.0
HNF4A,B,MTUS1,1.0
HNF4A,B,MUC13,1.0
HNF4A,B,MVK,1.0
HNF4A,B,MYBPC1,1.0
HNF4A,B,MYH9,1.0
HNF4A,B,MYLK,1.0
HNF4A,B,MYO18A,1.0
HNF4A,B,MYO1B,1.0
HNF4A,B,RAPGEF2,1.0
JUN,B,DUSP10,1.0
HNF4A,B,RAPGEF5,1.0
HNF4A,B,ST3GAL6,1.0
ZNF263,B,TP73,1.0
HNF4A,B,ST6GAL1,1.0
HNF4A,B,WNK2,1.0
HNF4A,B,STAT6,1.0
HNF4A,B,WDFY1,1.0
HNF4A,B,VPS13D,1.0
HNF4A,B,VMP1,1.0
HNF4A,B,WWC1,1.0
HNF4A,B,STIM1,1.0
HNF4A,B,STK24,1.0
HNF4A,B,VAV2,1.0
HNF4A,B,UTRN,1.0
HNF4A,B,USP7,1.0
HNF4A,B,STX18,1.0
HNF4A,B,STXBP6,1.0
HNF4A,B,SULF2,1.0
HNF4A,B,SUSD6,1.0
HNF4A,B,VGLL4,1.0
HNF4A,B,ST3GAL1,1.0
HNF4A,B,WWP2,1.0
HNF4A,B,ST18,1.0
HNF4A,B,ZFP36L2,1.0
HNF4A,B,SORL1,1.0
HNF4A,B,ZFHX3,1.0
HNF4A,B,SOX13,1.0
HNF4A,B,SOX6,1.0
HNF4A,B,SPAG9,1.0
HNF4A,B,SPATS2L,1.0
HNF4A,B,SPIDR,1.0
HNF4A,B,SPRED2,1.0
HNF4A,B,ZFAT,1.0
HNF4A,B,ZFAND3,1.0
HNF4A,B,ZCCHC2,1.0
HNF4A,B,SPTBN1,1.0
HNF4A,B,ZBTB38,1.0
HNF4A,B,ZBTB20,1.0
HNF4A,B,ZBTB16,1.0
HNF4A,B,SSBP3,1.0
HNF4A,B,YAP1,1.0
HNF4A,B,XXYLT1,1.0
HNF4A,B,TTYH3,1.0
HNF4A,B,TTC7A,1.0
HNF4A,B,TSPAN8,1.0
HNF4A,B,SVIL,1.0
HNF4A,B,TMEM241,1.0
HNF4A,B,TBL1X,1.0
HNF4A,B,TMBIM1,1.0
HNF4A,B,TM4SF5,1.0
HNF4A,B,TLN2,1.0
HNF4A,B,TLE3,1.0
HNF4A,B,TEAD1,1.0
HNF4A,B,TECTB,1.0
HNF4A,B,TEF,1.0
HNF4A,B,TERF2,1.0
HNF4A,B,TLE1,1.0
ZNF263,B,TRIO,1.0
HNF4A,B,TEX2,1.0
HNF4A,B,TFR2,1.0
ZNF263,B,TRAPPC9,1.0
HNF4A,B,TJP3,1.0
HNF4A,B,TGFBR3,1.0
HNF4A,B,THADA,1.0
HNF4A,B,TJP2,1.0
HNF4A,B,TBC1D8,1.0
HNF4A,B,SORBS2,1.0
HNF4A,B,TMEM245,1.0
HNF4A,B,TMIGD1,1.0
HNF4A,B,SYBU,1.0
HNF4A,B,SYN3,1.0
HNF4A,B,TSPAN14,1.0
HNF4A,B,TRIO,1.0
HNF4A,B,SYNE1,1.0
HNF4A,B,TRIM31,1.0
HNF4A,B,SYNJ2,1.0
HNF4A,B,TRIM2,1.0
HNF4A,B,TACC2,1.0
HNF4A,B,TANK,1.0
HNF4A,B,TRAPPC9,1.0
HNF4A,B,TRAK1,1.0
HNF4A,B,TPRG1,1.0
HNF4A,B,TBC1D1,1.0
HNF4A,B,TPCN1,1.0
HNF4A,B,TNS3,1.0
HNF4A,B,TNS1,1.0
HNF4A,B,TBC1D14,1.0
HNF4A,B,TBC1D2B,1.0
HNF4A,B,TMEM37,1.0
HNF4A,B,SORBS1,1.0
HNF4A,B,SOD2,1.0
HNF4A,B,SNTB1,1.0
IRF9,B,ISG15,1.0
IRF9,B,ADAR,1.0
IRF4,B,ITGB7,1.0
HNF4A,B,SCAP,1.0
HNF4A,B,SEC14L1,1.0
IRF4,B,FCRL5,1.0
IRF4,B,ELF4,1.0
IRF4,B,CFLAR,1.0
IRF4,B,BLK,1.0
HNF4A,B,SEC23A,1.0
IRF3,B,APOBEC3F,1.0
IRF3,B,APOBEC3D,1.0
IRF3,B,ABCA7,1.0
HNF4A,B,SEMA4B,1.0
IRF2,B,NR3C1,1.0
IRF2,B,NMI,1.0
IRF2,B,CASP7,1.0
HNF4A,B,SEPTIN9,1.0
HNF4A,B,SERINC5,1.0
IRF9,B,KSR1,1.0
IRF2,B,APOL3,1.0
IRF9,B,MX1,1.0
HNF4A,B,SARDH,1.0
JUN,B,DMD,1.0
JUN,B,ACSL3,1.0
ZNF263,B,TTYH3,1.0
HNF4A,B,RBM47,1.0
HNF4A,B,RBPMS,1.0
HNF4A,B,RERE,1.0
IRF9,B,SAMD9L,1.0
HNF4A,B,RGS3,1.0
HNF4A,B,RHO,1.0
HNF4A,B,RHOBTB3,1.0
HNF4A,B,RIN2,1.0
HNF4A,B,RNF43,1.0
IRF9,B,RSAD2,1.0
HNF4A,B,RRBP1,1.0
HNF4A,B,RREB1,1.0
HNF4A,B,RUNX1,1.0
HNF4A,B,SAMD4A,1.0
ZNF263,B,TNS3,1.0
IRF9,B,OAS3,1.0
IRF9,B,OAS2,1.0
HNF4A,B,HPCAL1,1.0
HNF4A,B,SERTAD2,1.0
HNF4A,B,SFXN5,1.0
HNF4A,B,SLC39A11,1.0
HNF4A,B,SLC40A1,1.0
HNF4A,B,SLC44A1,1.0
ZNF263,B,TOP3B,1.0
HSF1,B,HPCAL1,1.0
HSF1,B,DNAH17,1.0
HNF4G,B,WWC1,1.0
HNF4A,B,SLC44A4,1.0
HNF4A,B,SLC7A5,1.0
HNF4A,B,SLCO2B1,1.0
HNF4G,B,DOK4,1.0
HNF4A,B,SMAD3,1.0
HNF4A,B,ZNRF3,1.0
HNF4A,B,SMAD7,1.0
HNF4A,B,ZNF608,1.0
HNF4A,B,ZMYND8,1.0
HNF4A,B,SMOC1,1.0
HNF4A,B,ZMIZ1,1.0
HNF4A,B,SMURF1,1.0
HNF4A,B,SLC35D2,1.0
ZNF263,B,TTC7A,1.0
HNF4A,B,SLC30A10,1.0
HSF1,B,MKNK2,1.0
IRF2,B,ADAR,1.0
HNF4A,B,SH3BP4,1.0
HNF4A,B,SH3D19,1.0
HNF4A,B,SH3PXD2A,1.0
HNF4A,B,SHANK2,1.0
HNF4A,B,SIL1,1.0
IRF1,B,ZNFX1,1.0
HNF4A,B,SIPA1L3,1.0
IRF1,B,PLAAT4,1.0
HNF4A,B,SKI,1.0
HNF4A,B,SLC13A3,1.0
IRF1,B,IFIT2,1.0
ZNF263,B,TSNARE1,1.0
HNF4A,B,SLC13A5,1.0
HNF4A,B,SLC20A2,1.0
IRF1,B,ETV6,1.0
HNF4A,B,SLC22A23,1.0
IRF1,B,APOL2,1.0
HSF1,B,NADK,1.0
HNF4A,B,SLC2A9,1.0
HNF4A,B,HLF,1.0
HNF4A,B,HIVEP2,1.0
MEF2C,B,PLCL2,1.0
HIF1A,B,ARFGEF2,1.0
HIF1A,B,ARID1B,1.0
HIF1A,B,CACNA1A,1.0
HIF1A,B,CACNA1C,1.0
HIF1A,B,CHSY1,1.0
HIF1A,B,DDX18,1.0
HIF1A,B,DENND1A,1.0
HIF1A,B,DLGAP4,1.0
HIF1A,B,AGPAT5,1.0
HIF1A,B,DSCAM,1.0
MITF,B,ARFGEF2,1.0
HIF1A,B,FAM210A,1.0
HIF1A,B,FCHSD2,1.0
MITF,B,APP,1.0
MITF,B,AP1S2,1.0
HIF1A,B,GRB10,1.0
MITF,B,ANXA5,1.0
MITF,B,ANXA4,1.0
HIF1A,B,EGFR,1.0
ZNF263,B,WNT7A,1.0
HIF1A,B,ADAMTS20,1.0
GRHL2,B,LIPH,1.0
GATA3,B,WWC1,1.0
GATA3,B,WWTR1,1.0
GATA3,B,XYLT1,1.0
GATA3,B,ZBTB7C,1.0
GATA3,B,ZFAND3,1.0
GATA3,B,ZFPM2,1.0
MITF,B,ARHGAP24,1.0
GATA3,B,ZMIZ1,1.0
GATA3,B,ZMYND8,1.0
GATA3,B,ZNF365,1.0
GATA3,B,ZNF462,1.0
ZNF263,B,XXYLT1,1.0
GATA3,B,ZNF608,1.0
GATA3,B,ZNRF1,1.0
GATA3,B,ZPLD1,1.0
GATA6,B,SEMA6A,1.0
GATA6,B,SVIL,1.0
GRHL2,B,KIAA1522,1.0
GRHL2,B,LAD1,1.0
MITF,B,ANXA2,1.0
MITF,B,ANKS1B,1.0
MITF,B,ANKRD6,1.0
HIF1A,B,INHBA,1.0
HIF1A,B,TNS3,1.0
HIF1A,B,UNC5D,1.0
HIF1A,B,USP6NL,1.0
HIF1A,B,VGLL4,1.0
HIF1A,B,XXYLT1,1.0
HIF1A,B,ZFAT,1.0
HIF1A,B,ZMYND8,1.0
HMBOX1,B,NCOA4,1.0
HMBOX1,B,PDE8A,1.0
HNF1B,B,WDR72,1.0
HNF4A,B,ABCA4,1.0
HNF4A,B,ABCC11,1.0
HNF4A,B,ABCC3,1.0
HNF4A,B,ABLIM1,1.0
HNF4A,B,ABLIM3,1.0
HNF4A,B,ACACB,1.0
HNF4A,B,ACOT7,1.0
HNF4A,B,ACOX2,1.0
HNF4A,B,ACTN1,1.0
HIF1A,B,TNS1,1.0
GATA3,B,VPS13D,1.0
HIF1A,B,SLC41A2,1.0
HIF1A,B,SIPA1L1,1.0
MITF,B,ANK3,1.0
ZNF263,B,WNT4,1.0
MITF,B,ALK,1.0
HIF1A,B,MRTFB,1.0
HIF1A,B,MSI2,1.0
HIF1A,B,NAV1,1.0
HIF1A,B,NEK7,1.0
MITF,B,AKAP6,1.0
MITF,B,AK9,1.0
HIF1A,B,PDE4D,1.0
HIF1A,B,PRKCH,1.0
HIF1A,B,RAD23B,1.0
HIF1A,B,RAD51B,1.0
HIF1A,B,RERE,1.0
HIF1A,B,RGS6,1.0
MITF,B,AK5,1.0
HIF1A,B,RUNX1,1.0
HIF1A,B,SEPTIN9,1.0
HIF1A,B,SHANK2,1.0
MITF,B,AK2,1.0
GATA3,B,VMP1,1.0
GATA3,B,VAV3,1.0
GATA3,B,UTRN,1.0
GATA3,B,SIPA1L1,1.0
GATA3,B,SIPA1L2,1.0
GATA3,B,SLC38A1,1.0
GATA3,B,SLC44A1,1.0
GATA3,B,SLC8A1,1.0
GATA3,B,SLIT3,1.0
GATA3,B,SMAD3,1.0
GATA3,B,SMYD3,1.0
GATA3,B,SND1,1.0
GATA3,B,SPATS2L,1.0
GATA3,B,SPECC1L,1.0
GATA3,B,SPOCK1,1.0
GATA3,B,SPRED2,1.0
GATA3,B,SPTBN1,1.0
GATA3,B,SSBP2,1.0
GATA3,B,ST3GAL1,1.0
GATA3,B,ST6GAL1,1.0
GATA3,B,STARD13,1.0
GATA3,B,STK3,1.0
GATA3,B,SIL1,1.0
GATA3,B,STK39,1.0
GATA3,B,SHROOM3,1.0
GATA3,B,SH3RF1,1.0
GATA3,B,RGS6,1.0
GATA3,B,RHOBTB3,1.0
GATA3,B,RIMS2,1.0
GATA3,B,RND3,1.0
GATA3,B,RNF150,1.0
GATA3,B,ROBO1,1.0
GATA3,B,RPH3A,1.0
GATA3,B,RTN4,1.0
GATA3,B,RXRA,1.0
MITF,B,ARHGEF7,1.0
GATA3,B,SAMD4A,1.0
GATA3,B,SASH1,1.0
GATA3,B,SBF2,1.0
GATA3,B,SCAPER,1.0
GATA3,B,SEMA3A,1.0
GATA3,B,SEMA3C,1.0
GATA3,B,SEMA6A,1.0
GATA3,B,SEPTIN9,1.0
GATA3,B,SGPL1,1.0
GATA3,B,SHANK2,1.0
HNF4A,B,ACTN4,1.0
GATA3,B,STXBP5,1.0
GATA3,B,SYBU,1.0
GATA3,B,TLE4,1.0
GATA3,B,TLK1,1.0
GATA3,B,TLN2,1.0
GATA3,B,TMSB4X,1.0
GATA3,B,TMTC2,1.0
GATA3,B,TNS3,1.0
GATA3,B,TPD52,1.0
GATA3,B,TPD52L1,1.0
GATA3,B,TPRG1,1.0
GATA3,B,TRAPPC9,1.0
GATA3,B,TRIM37,1.0
MITF,B,ARHGAP26,1.0
GATA3,B,TRIO,1.0
GATA3,B,TRPS1,1.0
GATA3,B,TSC22D2,1.0
GATA3,B,TTC28,1.0
GATA3,B,TXNRD1,1.0
GATA3,B,UBE2H,1.0
GATA3,B,UNC5C,1.0
GATA3,B,TLE3,1.0
GATA3,B,SUMO1P1,1.0
GATA3,B,TLE1,1.0
GATA3,B,THSD7B,1.0
GATA3,B,SYNE1,1.0
MITF,B,ARHGEF3,1.0
GATA3,B,SYNE2,1.0
GATA3,B,SYNJ2,1.0
GATA3,B,SYT1,1.0
GATA3,B,SYTL2,1.0
MITF,B,ARHGEF10L,1.0
GATA3,B,TACC1,1.0
GATA3,B,TANC1,1.0
GATA3,B,TAOK3,1.0
GATA3,B,TBC1D1,1.0
GATA3,B,TBL1XR1,1.0
GATA3,B,TCF12,1.0
GATA3,B,TEAD1,1.0
GATA3,B,TENM4,1.0
MITF,B,ARHGAP42,1.0
GATA3,B,TGFB2,1.0
GATA3,B,THADA,1.0
GATA3,B,THSD4,1.0
GATA3,B,TIAM1,1.0
GATA3,B,RFTN1,1.0
HNF4A,B,ACY3,1.0
HNF4A,B,ADGRA3,1.0
HNF4A,B,ELMO1,1.0
HNF4A,B,EML6,1.0
HNF4A,B,ENC1,1.0
MITF,B,ABLIM2,1.0
HNF4A,B,ENTPD8,1.0
HNF4A,B,EPAS1,1.0
MITF,B,ABLIM1,1.0
HNF4A,B,EPB41L2,1.0
HNF4A,B,ELL,1.0
HNF4A,B,EPHA10,1.0
HNF4A,B,EPS8,1.0
HNF4A,B,ERGIC1,1.0
MEIS2,B,NCALD,1.0
HNF4A,B,ERI3,1.0
HNF4A,B,ERN1,1.0
HNF4A,B,ETV4,1.0
HNF4A,B,ETV6,1.0
HNF4A,B,EXT1,1.0
MEIS2,B,TGFBR3,1.0
HNF4A,B,EHF,1.0
HNF4A,B,EHD1,1.0
HNF4A,B,EGLN3,1.0
HNF4A,B,DGKG,1.0
HNF4A,B,DHRS3,1.0
HNF4A,B,DIP2C,1.0
HNF4A,B,DLC1,1.0
MITF,B,ADAMTS17,1.0
HNF4A,B,DLEU1,1.0
HNF4A,B,DLGAP4,1.0
HNF4A,B,DMD,1.0
HNF4A,B,DNAJB12,1.0
HNF4A,B,DOCK4,1.0
MITF,B,ADAM12,1.0
HNF4A,B,DOCK5,1.0
HNF4A,B,DPYSL2,1.0
MITF,B,ACOT7,1.0
HNF4A,B,DST,1.0
HNF4A,B,ECE1,1.0
HNF4A,B,EEPD1,1.0
HNF4A,B,EFHC1,1.0
HNF4A,B,EGFR,1.0
HNF4A,B,F5,1.0
HNF4A,B,FAH,1.0
HNF4A,B,FAM102A,1.0
HNF4A,B,FAM107B,1.0
HNF4A,B,GDA,1.0
HNF4A,B,GDF15,1.0
HNF4A,B,GFOD1,1.0
HNF4A,B,GGT6,1.0
HNF4A,B,GIPC2,1.0
MEF2C,B,TCF4,1.0
HNF4A,B,GLIS3,1.0
HNF4A,B,GMDS,1.0
HNF4A,B,GNA12,1.0
HNF4A,B,GPRC5C,1.0
HNF4A,B,GPRIN2,1.0
HNF4A,B,GRAMD2B,1.0
HNF4A,B,GRAMD4,1.0
HNF4A,B,GRB10,1.0
HNF4A,B,GSE1,1.0
HNF4A,B,GSN,1.0
HNF4A,B,GTF2IRD1,1.0
HNF4A,B,HDAC4,1.0
HNF4A,B,HIPK2,1.0
HNF4A,B,GCLC,1.0
HNF4A,B,DENND2B,1.0
HNF4A,B,GALNT2,1.0
HNF4A,B,FTO,1.0
HNF4A,B,FAM13A,1.0
HNF4A,B,FAM222A,1.0
HNF4A,B,FARP1,1.0
HNF4A,B,FAT1,1.0
HNF4A,B,FERMT2,1.0
HNF4A,B,FGA,1.0
HNF4A,B,FGFR3,1.0
HNF4A,B,FGGY,1.0
HNF4A,B,FHAD1,1.0
HNF4A,B,FHL2,1.0
MEIS2,B,MCC,1.0
HNF4A,B,FLNB,1.0
HNF4A,B,FNDC3B,1.0
HNF4A,B,FNIP2,1.0
HNF4A,B,FOXN3,1.0
HNF4A,B,FOXP1,1.0
HNF4A,B,FOXQ1,1.0
HNF4A,B,FRMD4B,1.0
HNF4A,B,FRY,1.0
HNF4A,B,FYN,1.0
HNF4A,B,DENND1A,1.0
HNF4A,B,DCBLD1,1.0
HNF4A,B,DAB2IP,1.0
HNF4A,B,ARHGAP26,1.0
HNF4A,B,ARHGEF10L,1.0
HNF4A,B,ARHGEF3,1.0
HNF4A,B,ARID1A,1.0
HNF4A,B,ARID5B,1.0
HNF4A,B,ARSG,1.0
HNF4A,B,ASAP2,1.0
HNF4A,B,ASS1,1.0
HNF4A,B,ATP2B2,1.0
HNF4A,B,ATP7B,1.0
HNF4A,B,ATP8B1,1.0
HNF4A,B,ATXN7L1,1.0
HNF4A,B,AUTS2,1.0
ZNF263,B,WDR86,1.0
HNF4A,B,BCAR3,1.0
MITF,B,AHCYL1,1.0
HNF4A,B,BCAS3,1.0
HNF4A,B,BCL3,1.0
HNF4A,B,BCL9L,1.0
HNF4A,B,ARHGAP18,1.0
HNF4A,B,BCOR,1.0
HNF4A,B,ARHGAP12,1.0
HNF4A,B,ANXA2,1.0
HNF4A,B,ADGRF1,1.0
HNF4A,B,ADGRG6,1.0
HNF4A,B,ADGRV1,1.0
HNF4A,B,AFDN,1.0
HNF4A,B,AFF1,1.0
HNF4A,B,AGAP1,1.0
HNF4A,B,AGPAT3,1.0
HNF4A,B,AGXT,1.0
HNF4A,B,AHCY,1.0
HNF4A,B,AHNAK,1.0
HNF4A,B,AIG1,1.0
HNF4A,B,AK2,1.0
HNF4A,B,AKAP1,1.0
HNF4A,B,AKAP13,1.0
HNF4A,B,ALDH1A1,1.0
HNF4A,B,ALDH3A2,1.0
ZNF263,B,WNK2,1.0
HNF4A,B,AMBRA1,1.0
HNF4A,B,AMPD3,1.0
HNF4A,B,ANXA4,1.0
HNF4A,B,ADCY9,1.0
MITF,B,AGAP1,1.0
HNF4A,B,BICC1,1.0
HNF4A,B,CLRN3,1.0
HNF4A,B,CNKSR3,1.0
MITF,B,ADCY9,1.0
HNF4A,B,COBL,1.0
HNF4A,B,COL27A1,1.0
HNF4A,B,CORO1C,1.0
HNF4A,B,CORO2A,1.0
HNF4A,B,CPLX2,1.0
HNF4A,B,CRACD,1.0
HNF4A,B,CTNNA1,1.0
HNF4A,B,CTNND1,1.0
HNF4A,B,CTSB,1.0
HNF4A,B,CTSE,1.0
HNF4A,B,CUEDC1,1.0
HNF4A,B,CUX1,1.0
HNF4A,B,CYP4F3,1.0
HNF4A,B,DAAM1,1.0
MITF,B,ADCY2,1.0
HNF4A,B,DAB1,1.0
HNF4A,B,CLMN,1.0
HNF4A,B,BCR,1.0
HNF4A,B,CLEC16A,1.0
